kingdom;phylum;class;order;family;genus;species;taxa
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_AF27_2AA;t__SGB4712
k__Bacteria;p__Firmicutes;c__CFGB3011;o__OFGB3011;f__FGB3011;g__GGB33896;s__GGB33896_SGB14872;t__SGB14872
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Clostridiales_bacterium;t__SGB15143
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris;t__SGB1830
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB27106;s__GGB27106_SGB6188;t__SGB6188
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter_urolithinfaciens;t__SGB14808
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9619;s__GGB9619_SGB15067;t__SGB15067
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__Hungatella_SGB9293;t__SGB9293
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__Rheinheimera_SGB14999;t__SGB14999
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4554;s__GGB4554_SGB6285;t__SGB6285
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__GGB45491;s__GGB45491_SGB63163;t__SGB63163
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia_wiggsiae;t__SGB15494
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Alloscillospira;s__Candidatus_Alloscillospira_gallinarum;t__SGB59576
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter_massiliensis;t__SGB33551
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9770;s__GGB9770_SGB15389;t__SGB15389
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_oral_taxon_170;t__SGB15886
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Intestinibacillus;s__Intestinibacillus_sp_Marseille_P6563;t__SGB29313
k__Bacteria;p__Firmicutes;c__CFGB1227;o__OFGB1227;f__FGB1227;g__GGB3005;s__GGB3005_SGB3996;t__SGB3996
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3446;s__GGB3446_SGB4597;t__SGB4597
k__Bacteria;p__Firmicutes;c__CFGB2831;o__OFGB2831;f__FGB2831;g__GGB9049;s__GGB9049_SGB13954;t__SGB13954
k__Bacteria;p__Firmicutes;c__CFGB76784;o__OFGB76784;f__FGB76784;g__GGB9583;s__GGB9583_SGB15004;t__SGB15004
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9674;s__GGB9674_SGB15173;t__SGB15173
k__Bacteria;p__Firmicutes;c__CFGB3068;o__OFGB3068;f__FGB3068;g__GGB48168;s__GGB48168_SGB66171;t__SGB66171
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Gemmiger;s__Gemmiger_formicilis;t__SGB15305
k__Bacteria;p__Firmicutes;c__CFGB2985;o__OFGB2985;f__FGB2985;g__GGB9350;s__GGB9350_SGB14317;t__SGB14317
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter_sp_Marseille_Q4140;t__SGB53706
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB9580;s__GGB9580_SGB14998;t__SGB14998
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus_SGB61600;t__SGB61600
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_SGB17157;t__SGB17157
k__Bacteria;p__Firmicutes;c__CFGB2983;o__OFGB2983;f__FGB2983;g__GGB9343;s__GGB9343_SGB14307;t__SGB14307
k__Bacteria;p__Firmicutes;c__CFGB1787;o__OFGB1787;f__FGB1787;g__GGB74818;s__GGB74818_SGB47415;t__SGB47415
k__Bacteria;p__Firmicutes;c__CFGB2880;o__OFGB2880;f__FGB2880;g__GGB9184;s__GGB9184_SGB14123;t__SGB14123
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9613;s__GGB9613_SGB15048;t__SGB15048
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9724;s__GGB9724_SGB15278;t__SGB15278
k__Bacteria;p__Firmicutes;c__CFGB2876;o__OFGB2876;f__FGB2876;g__GGB9051;s__GGB9051_SGB13956;t__SGB13956
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_animalis;t__SGB17278
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Gemmiger;s__Gemmiger_gallinarum;t__SGB63309
k__Bacteria;p__Firmicutes;c__CFGB76782;o__OFGB76782;f__FGB76782;g__GGB80009;s__GGB80009_SGB53574;t__SGB53574
k__Bacteria;p__Firmicutes;c__CFGB45503;o__OFGB45503;f__FGB45503;g__GGB48165;s__GGB48165_SGB66168;t__SGB66168
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria_unclassified;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus_SGB14295;t__SGB14295
k__Bacteria;p__Firmicutes;c__CFGB2870;o__OFGB2870;f__FGB2870;g__GGB9161;s__GGB9161_SGB14099;t__SGB14099
k__Bacteria;p__Firmicutes;c__CFGB3071;o__OFGB3071;f__FGB3071;g__GGB48169;s__GGB48169_SGB66172;t__SGB66172
k__Bacteria;p__Actinobacteria;c__CFGB2987;o__OFGB2987;f__FGB2987;g__GGB9357;s__GGB9357_SGB14332;t__SGB14332
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_SGB47419;t__SGB47419
k__Bacteria;p__Firmicutes;c__CFGB76533;o__OFGB76533;f__FGB76533;g__GGB9109;s__GGB9109_SGB14042;t__SGB14042
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_timonensis;t__SGB14360
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Clostridiales_bacterium_Marseille_P2846;t__SGB29342
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Intestinimonas;s__Intestinimonas_timonensis;t__SGB29334
k__Bacteria;p__Proteobacteria;c__CFGB76539;o__OFGB76539;f__FGB76539;g__GGB9815;s__GGB9815_SGB15449;t__SGB15449
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9620;s__GGB9620_SGB15068;t__SGB15068
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter_sp_An232A;t__SGB14805
k__Bacteria;p__Firmicutes;c__CFGB2979;o__OFGB2979;f__FGB2979;g__GGB40351;s__GGB40351_SGB14301;t__SGB14301
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Intestinimonas;s__Intestinimonas_SGB15130;t__SGB15130
k__Bacteria;p__Firmicutes;c__CFGB76428;o__OFGB76428;f__FGB76428;g__GGB9117;s__GGB9117_SGB14050;t__SGB14050
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis;t__SGB9286
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4563;s__GGB4563_SGB6300;t__SGB6300
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Gemmiger;s__Gemmiger_SGB72777;t__SGB72777
k__Bacteria;p__Firmicutes;c__CFGB1347;o__OFGB1347;f__FGB1347;g__GGB9780;s__GGB9780_SGB15400;t__SGB15400
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_SGB4671;t__SGB4671
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium_BX1;t__SGB53461
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Sanguibacteraceae;g__Sanguibacter;s__Sanguibacter_SGB53806;t__SGB53806
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__GGB80108;s__GGB80108_SGB59650;t__SGB59650
k__Bacteria;p__Firmicutes;c__CFGB9119;o__OFGB9119;f__FGB9119;g__GGB4729;s__GGB4729_SGB6550;t__SGB6550
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9115;s__GGB9115_SGB14048;t__SGB14048
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor_sp_An135;t__SGB15139
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_freudenreichii;t__SGB15904
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3678;s__GGB3678_SGB4991;t__SGB4991
k__Bacteria;p__Firmicutes;c__Clostridia;o__Candidatus_Borkfalkiales;f__Candidatus_Borkfalkiaceae;g__Candidatus_Borkfalkia;s__Candidatus_Borkfalkia_ceftriaxoniphila;t__SGB14027
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_clarus;t__SGB1832
k__Bacteria;p__Firmicutes;c__CFGB2844;o__OFGB2844;f__FGB2844;g__GGB9110;s__GGB9110_SGB14043;t__SGB14043
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium;t__SGB4184
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4567;s__GGB4567_SGB6307;t__SGB6307
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9621;s__GGB9621_SGB15073;t__SGB15073
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__GGB52421;s__GGB52421_SGB73284;t__SGB73284
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_sp_An118;t__SGB4623
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Intestinimonas;s__Intestinimonas_butyriciproducens;t__SGB95001
k__Bacteria;p__Firmicutes;c__CFGB1778;o__OFGB1778;f__FGB1778;g__GGB4713;s__GGB4713_SGB6526;t__SGB6526
k__Bacteria;p__Firmicutes;c__CFGB76515;o__OFGB76515;f__FGB76515;g__GGB9168;s__GGB9168_SGB14106;t__SGB14106
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_SGB15012;t__SGB15012
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera_stadtmanae;t__SGB698
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__GGB9582;s__GGB9582_SGB15000;t__SGB15000
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB34231;s__GGB34231_SGB47113;t__SGB47113
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_massiliensis;t__SGB15873
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_SGB4602;t__SGB4602
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB4671;s__GGB4671_SGB6460;t__SGB6460
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9677;s__GGB9677_SGB53522;t__SGB53522
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor_sp_AF19_9AC;t__SGB23477
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia_meyeri;t__SGB17150
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_sp_NSJ_62;t__SGB79833
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB33469;s__GGB33469_SGB15237;t__SGB15237
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Paralachnospira;s__Candidatus_Paralachnospira_avium;t__SGB59818
k__Bacteria;p__Bacteroidetes;c__CFGB4405;o__OFGB4405;f__FGB4405;g__GGB1266;s__GGB1266_SGB1699;t__SGB1699
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_marseillensis;t__SGB1588
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_angulatum;t__SGB17231
k__Bacteria;p__Firmicutes;c__CFGB76000;o__OFGB76000;f__FGB76000;g__GGB4271;s__GGB4271_SGB5820;t__SGB5820
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_unclassified_SGB4197;t__SGB4197
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia;s__Senegalimassilia_faecalis;t__SGB14822
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB3278;s__GGB3278_SGB4328;t__SGB4328
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas_SGB15260;t__SGB15260
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9616;s__GGB9616_SGB15052;t__SGB15052
k__Bacteria;p__Firmicutes;c__CFGB10021;o__OFGB10021;f__FGB10021;g__GGB9258;s__GGB9258_SGB14205;t__SGB14205
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__GGB79678;s__GGB79678_SGB4833;t__SGB4833
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9616;s__GGB9616_SGB15051;t__SGB15051
k__Bacteria;p__Actinobacteria;c__CFGB2987;o__OFGB2987;f__FGB2987;g__GGB9355;s__GGB9355_SGB14328;t__SGB14328
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_SGB15290;t__SGB15290
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ramulus;t__SGB4960
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB51269;s__GGB51269_SGB5062;t__SGB5062
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_unclassified_SGB69346;t__SGB69346
k__Bacteria;p__Bacteroidetes;c__CFGB1670;o__OFGB1670;f__FGB1670;g__GGB47687;s__GGB47687_SGB2286;t__SGB2286
k__Bacteria;p__Firmicutes;c__CFGB1311;o__OFGB1311;f__FGB1311;g__GGB3138;s__GGB3138_SGB4151;t__SGB4151
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Dakarella;s__Dakarella_SGB14198;t__SGB14198
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerosacchariphilus;s__Anaerosacchariphilus_sp_NSJ_68;t__SGB4772
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4579;s__GGB4579_SGB6329;t__SGB6329
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3588;s__GGB3588_SGB4808;t__SGB4808
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_stercoris;t__SGB4788
k__Bacteria;p__Firmicutes;c__CFGB1311;o__OFGB1311;f__FGB1311;g__GGB3142;s__GGB3142_SGB4155;t__SGB4155
k__Bacteria;p__Firmicutes;c__CFGB2840;o__OFGB2840;f__FGB2840;g__GGB9095;s__GGB9095_SGB14026;t__SGB14026
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__SGB1941
k__Bacteria;p__Firmicutes;c__CFGB1226;o__OFGB1226;f__FGB1226;g__GGB58485;s__GGB58485_SGB80143;t__SGB80143
k__Bacteria;p__Bacteria_unclassified;c__CFGB2992;o__OFGB2992;f__FGB2992;g__GGB9412;s__GGB9412_SGB14768;t__SGB14768
k__Bacteria;p__Firmicutes;c__CFGB9581;o__OFGB9581;f__FGB9581;g__GGB9581;s__GGB9581_SGB4365;t__SGB4365
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9158;s__GGB9158_SGB4449;t__SGB4449
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Metalachnospira;s__Candidatus_Metalachnospira_SGB63370;t__SGB63370
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp_ph3;t__SGB17137_group
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9537;s__GGB9537_SGB14940;t__SGB14940
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacteriaceae_unclassified;s__Eubacteriaceae_bacterium;t__SGB5043
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_SGB17132;t__SGB17132_group
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas_paravirosa;t__SGB1785
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas_kerstersii;t__SGB12676
k__Bacteria;p__Firmicutes;c__CFGB1507;o__OFGB1507;f__FGB1507;g__GGB3815;s__GGB3815_SGB5180;t__SGB5180
k__Bacteria;p__Firmicutes;c__CFGB4529;o__OFGB4529;f__FGB4529;g__GGB3654;s__GGB3654_SGB4965;t__SGB4965
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__GGB9701;s__GGB9701_SGB15218;t__SGB15218
k__Bacteria;p__Proteobacteria;c__CFGB2403;o__OFGB2403;f__FGB2403;g__GGB6601;s__GGB6601_SGB9333;t__SGB9333
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_coprophilus;t__SGB1888
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB1689;s__GGB1689_SGB2321;t__SGB2321
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_succinatutens;t__SGB5763_group
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__GGB3485;s__GGB3485_SGB4657;t__SGB4657
k__Bacteria;p__Proteobacteria;c__CFGB13104;o__OFGB13104;f__FGB13104;g__GGB6610;s__GGB6610_SGB9344;t__SGB9344
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_sp_AF13_28;t__SGB4834
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9642;s__GGB9642_SGB15119;t__SGB15119
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella_biformis;t__SGB6806
k__Bacteria;p__Firmicutes;c__CFGB3360;o__OFGB3360;f__FGB3360;g__GGB3360;s__GGB3360_SGB4444;t__SGB4444
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_sp_BX1005;t__SGB4963
k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB6002;s__GGB6002_SGB8625;t__SGB8625
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnospiraceae_unclassified;s__Lachnospiraceae_bacterium_NSJ_46;t__SGB47656
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3226;s__GGB3226_SGB4260;t__SGB4260
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9708;s__GGB9708_SGB15233;t__SGB15233
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB9819;s__GGB9819_SGB15460;t__SGB15460
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB74228;s__GGB74228_SGB13995;t__SGB13995
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3631;s__GGB3631_SGB4919;t__SGB4919
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_nordii;t__SGB1858
k__Bacteria;p__Proteobacteria;c__CFGB2830;o__OFGB2830;f__FGB2830;g__GGB6569;s__GGB6569_SGB9281;t__SGB9281
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena_caecimuris;t__SGB4041
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_SGB9260;t__SGB9260
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3429;s__GGB3429_SGB4569;t__SGB4569
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9687;s__GGB9687_SGB14016;t__SGB14016
k__Bacteria;p__Firmicutes;c__CFGB4806;o__OFGB4806;f__FGB4806;g__GGB51647;s__GGB51647_SGB4348;t__SGB4348
k__Bacteria;p__Bacteroidetes;c__CFGB602;o__OFGB602;f__FGB602;g__GGB1420;s__GGB1420_SGB1957;t__SGB1957
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9237;s__GGB9237_SGB14179;t__SGB14179
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter_formigenes;t__SGB9387
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_AF34_13;t__SGB4659
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacteriaceae_unclassified;s__Eubacteriaceae_bacterium;t__SGB5058
k__Bacteria;p__Firmicutes;c__CFGB4623;o__OFGB4623;f__FGB4623;g__GGB9525;s__GGB9525_SGB14925;t__SGB14925
k__Bacteria;p__Firmicutes;c__CFGB1436;o__OFGB1436;f__FGB1436;g__GGB3513;s__GGB3513_SGB4691;t__SGB4691
k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2106;o__OFGB2106;f__FGB2106;g__GGB5980;s__GGB5980_SGB8599;t__SGB8599
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_Family_XIII_Incertae_Sedis;g__Mogibacterium;s__Mogibacterium_sp_NSJ_24;t__SGB3961
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3475;s__GGB3475_SGB4638;t__SGB4638
k__Bacteria;p__Firmicutes;c__CFGB1011;o__OFGB1011;f__FGB1011;g__GGB2652;s__GGB2652_SGB3573;t__SGB3573
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus_paracasei;t__SGB7142
k__Bacteria;p__Firmicutes;c__CFGB9773;o__OFGB9773;f__FGB9773;g__GGB25158;s__GGB25158_SGB42321;t__SGB42321
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4605;s__GGB4605_SGB6376;t__SGB6376
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_salivarius;t__SGB7082
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__SGB8168
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_SGB4751;t__SGB4751
